Customer_ID,Age,Gender,City,Employment_Type,Annual_Income,Loan_Amount,Loan_Purpose,Credit_Score,Loan_Tenure_Years,EMI_Amount,Payment_History,Loan_Status
CUST00692,42,Female,Kolkata,Freelancer,508449,135166,Education Loan,755,9,1251.54,Excellent,Approved
CUST01724,53,Male,Chennai,Self-Employed,2379441,315039,Home Loan,704,13,2019.48,Good,Approved
CUST00425,26,Female,Ahmedabad,Salaried,2352299,2278531,Education Loan,893,7,27125.37,Good,Approved
CUST00595,22,Female,Hyderabad,Business Owner,1360248,4991714,Personal Loan,763,11,37816.02,Delayed,Rejected
CUST01316,38,Female,Mumbai,Freelancer,962371,878411,Personal Loan,811,16,4575.06,Good,Approved
CUST00623,33,Male,Hyderabad,Business Owner,475709,1870908,Education Loan,302,5,31181.8,Excellent,Defaulted
CUST01618,58,Female,Kolkata,Self-Employed,1759757,862744,Education Loan,385,4,17973.83,Missed,Defaulted
CUST01357,52,Female,Pune,Salaried,1901421,4906436,Home Loan,579,9,45429.96,Delayed,Rejected
CUST00228,61,Male,Pune,Salaried,1404680,1373173,Home Loan,666,1,114431.08,Excellent,Approved
CUST01234,55,Female,Bangalore,Self-Employed,543567,1143015,Personal Loan,536,9,10583.47,Excellent,Rejected
CUST01358,45,Male,Hyderabad,Business Owner,489220,1690027,Car Loan,417,3,46945.19,Good,Defaulted
CUST01221,47,Male,Bangalore,Freelancer,,2439127,Business Loan,587,15,13550.71,Excellent,Rejected
CUST00067,52,Male,Pune,Self-Employed,711083,2484138,Car Loan,525,2,103505.75,Excellent,Rejected
CUST00025,33,Female,Jaipur,Freelancer,898956,4186725,Education Loan,545,15,23259.58,Excellent,Rejected
CUST00145,53,Female,Chennai,Freelancer,868755,378821,Business Loan,443,16,1973.03,Missed,Defaulted
CUST00537,42,Female,Delhi,Self-Employed,273997,2648475,Business Loan,824,7,31529.46,Good,Defaulted
CUST00812,28,Female,Ahmedabad,Salaried,1864034,4744505,Personal Loan,411,16,24710.96,Excellent,Defaulted
CUST01145,53,Female,Bangalore,Self-Employed,2102912,2877364,Home Loan,714,19,12620.02,Missed,Defaulted
CUST00086,45,Female,Chennai,Salaried,1635177,2574055,Home Loan,509,1,214504.58,Good,Rejected
CUST01359,56,Male,Jaipur,Business Owner,,2876267,Home Loan,536,13,18437.61,Good,Rejected
CUST01209,38,Female,Kolkata,Self-Employed,2106862,4869291,Home Loan,517,5,81154.85,Excellent,Rejected
CUST01710,60,Female,Ahmedabad,Business Owner,2279610,523656,Education Loan,754,10,4363.8,Good,Approved
CUST01981,30,Male,Mumbai,,2046585,3321593,Home Loan,692,16,17299.96,Excellent,Approved
CUST01856,58,Male,Mumbai,Salaried,1038357,877150,Home Loan,622,16,4568.49,Missed,Defaulted
CUST01810,23,Male,Jaipur,Salaried,1053605,646682,Business Loan,629,13,4145.4,Excellent,Approved
CUST01170,35,Female,Hyderabad,Self-Employed,605453,305658,Home Loan,629,5,5094.3,Good,Rejected
CUST00363,36,Female,Delhi,Salaried,1818702,525278,Business Loan,557,1,43773.17,Good,Rejected
CUST01643,28,Female,Bangalore,Salaried,463031,2657421,Car Loan,322,19,11655.36,Good,Defaulted
CUST01178,42,Female,Mumbai,Salaried,778526,3485715,Business Loan,610,1,290476.25,Missed,Defaulted
CUST01027,31,Female,Delhi,Freelancer,2381906,3182293,Education Loan,820,7,37884.44,Missed,Defaulted
CUST01031,29,Male,Ahmedabad,Self-Employed,1905243,2652352,Business Loan,350,2,110514.67,Delayed,Defaulted
CUST01243,42,Female,Kolkata,Freelancer,1618412,1067497,Business Loan,719,10,8895.81,Excellent,Rejected
CUST01382,51,Female,Kolkata,Business Owner,1549590,676840,Business Loan,789,15,3760.22,Excellent,Approved
CUST01194,41,Female,Delhi,Freelancer,1362126,3673638,Personal Loan,888,8,38267.06,Delayed,Approved
CUST00666,47,Female,Delhi,Business Owner,1621174,1599317,Personal Loan,686,16,8329.78,Missed,Defaulted
CUST00365,55,Female,Lucknow,Salaried,1700071,429593,Business Loan,873,14,2557.1,Missed,Defaulted
CUST00078,46,Male,Jaipur,Freelancer,1406861,2348354,Personal Loan,438,10,19569.62,Good,Defaulted
CUST00028,48,Female,Hyderabad,Business Owner,,2976979,Car Loan,855,9,27564.62,Good,Approved
CUST01465,24,Female,Bangalore,Self-Employed,2396155,3465473,Home Loan,534,8,36098.68,Missed,Defaulted
CUST00526,30,Male,Chennai,Freelancer,1030051,3094287,Home Loan,738,15,17190.48,Excellent,Approved
CUST01873,27,Female,Pune,Salaried,794557,3552646,Car Loan,589,10,29605.38,Delayed,Rejected
CUST00056,23,Female,Ahmedabad,Business Owner,1975767,4866129,Personal Loan,531,9,45056.75,Good,Rejected
CUST00639,58,Male,Ahmedabad,Self-Employed,468854,3977352,Education Loan,637,17,19496.82,Delayed,Defaulted
CUST00303,54,Male,Chennai,Self-Employed,,1490351,Business Loan,874,5,24839.18,Excellent,Approved
CUST00719,35,Male,Lucknow,Freelancer,,3030342,Home Loan,458,11,22957.14,Excellent,Defaulted
CUST00625,53,Female,Ahmedabad,Business Owner,1077611,1767534,Business Loan,328,17,8664.38,,Defaulted
CUST00008,40,Male,Ahmedabad,Business Owner,259182,3485088,Home Loan,411,4,72606,Good,Defaulted
CUST00804,47,Female,Hyderabad,Salaried,2342052,4828972,Home Loan,575,19,21179.7,Excellent,Rejected
CUST01050,63,Male,Lucknow,Self-Employed,1739600,1266053,Education Loan,328,2,52752.21,Good,Defaulted
CUST00337,48,Female,Kolkata,Salaried,571931,1962493,Personal Loan,622,13,12580.08,Excellent,Approved
CUST00048,28,Male,Lucknow,Salaried,411830,3321557,Car Loan,582,2,138398.21,Excellent,Defaulted
CUST01511,46,Female,Lucknow,Salaried,2147238,3538882,Personal Loan,714,11,26809.71,Missed,Defaulted
CUST00107,44,Female,Mumbai,Business Owner,316492,1595491,Education Loan,407,9,14773.06,Good,Defaulted
CUST00350,56,Female,Chennai,Business Owner,1517630,2879045,Education Loan,500,17,14112.97,Excellent,Rejected
CUST01080,59,Female,Hyderabad,Business Owner,,2041161,Personal Loan,736,11,15463.34,Missed,Defaulted
CUST00239,63,Male,Delhi,Self-Employed,627387,3870671,Car Loan,763,17,18973.88,Missed,Defaulted
CUST00214,37,Male,Kolkata,Self-Employed,1041531,411309,Business Loan,860,16,2142.23,Missed,Defaulted
CUST01279,56,Male,Bangalore,Freelancer,1001625,1517217,Home Loan,513,15,8428.98,Good,Rejected
CUST01164,53,Male,Lucknow,Business Owner,1356083,2139706,Personal Loan,806,6,29718.14,Excellent,Approved
CUST00794,64,Female,Hyderabad,Self-Employed,2307037,2235454,Business Loan,338,15,12419.19,Delayed,Defaulted
CUST01097,43,Female,Chennai,Self-Employed,2157233,2139632,Home Loan,805,7,25471.81,Delayed,Rejected
CUST01205,31,Female,Mumbai,Freelancer,2276475,2722762,Education Loan,501,5,45379.37,Excellent,Rejected
CUST01755,39,Female,Mumbai,Freelancer,1987040,3769194,Education Loan,700,8,39262.44,Missed,Defaulted
CUST01614,49,Female,Bangalore,Freelancer,815937,3355107,Business Loan,617,18,15532.9,Good,Rejected
CUST01998,36,Male,Jaipur,Self-Employed,1333387,2927746,Education Loan,468,8,30497.35,Missed,Defaulted
CUST00524,40,Male,Ahmedabad,Salaried,1605568,1895964,Education Loan,666,18,8777.61,Missed,Defaulted
CUST00233,32,Male,Lucknow,Self-Employed,337478,750033,Car Loan,773,17,3676.63,Excellent,Approved
CUST00645,54,Female,Lucknow,Freelancer,1648763,409281,Home Loan,342,17,2006.28,Excellent,Defaulted
CUST01539,48,Female,Mumbai,Freelancer,902495,3982623,Car Loan,440,1,331885.25,Missed,Defaulted
CUST00534,56,Male,Ahmedabad,Business Owner,1614022,3489289,Business Loan,312,5,58154.82,Good,Defaulted
CUST01624,22,Male,Jaipur,Freelancer,2088755,4083123,Personal Loan,,12,28355.02,Excellent,Approved
CUST00604,42,Female,Hyderabad,Business Owner,1053695,1791888,Home Loan,,14,10666,Missed,Defaulted
CUST01235,38,Male,Delhi,Freelancer,491464,4520756,Personal Loan,325,3,125576.56,Delayed,Defaulted
CUST01075,62,Female,Pune,Salaried,1441968,851125,Home Loan,840,13,5455.93,Missed,Defaulted
CUST01331,31,Male,Jaipur,Business Owner,2254410,1857254,Home Loan,727,9,17196.8,Delayed,Approved
CUST00061,39,Male,Pune,Freelancer,1697618,2054517,Car Loan,531,5,34241.95,Good,Rejected
CUST01290,38,Female,Jaipur,Business Owner,492575,4231430,Home Loan,417,2,176309.58,Good,Defaulted
CUST00093,56,Male,Hyderabad,Freelancer,2195451,3974482,Home Loan,829,8,41400.85,Good,Approved
CUST00667,46,Male,Pune,Freelancer,1616207,4312511,Business Loan,688,2,179687.96,Excellent,Rejected
CUST00281,35,Male,Chennai,Self-Employed,1929057,607242,Business Loan,530,3,16867.83,Good,Rejected
CUST01139,31,Male,Bangalore,Self-Employed,713313,3632334,Car Loan,590,6,50449.08,Excellent,Rejected
CUST00360,35,Female,Bangalore,Business Owner,1181883,548512,Education Loan,628,9,5078.81,Missed,Defaulted
CUST01765,31,Female,Pune,Self-Employed,1647075,1463967,Business Loan,784,7,17428.18,Missed,Defaulted
CUST01838,35,Female,Kolkata,Freelancer,1652879,4851436,Car Loan,469,16,25267.9,Good,Defaulted
CUST00848,27,Male,Lucknow,Business Owner,2040418,2781303,Education Loan,813,14,16555.38,Missed,Defaulted
CUST01405,39,Male,Hyderabad,Self-Employed,,2194797,Business Loan,533,5,36579.95,Missed,Defaulted
CUST00111,61,Male,Kolkata,Freelancer,2432479,1000922,Personal Loan,557,4,20852.54,Delayed,Rejected
CUST00043,30,Male,Chennai,Business Owner,,3041620,Car Loan,338,16,15841.77,Good,Defaulted
CUST00126,30,Male,Mumbai,Business Owner,1480617,3488780,Business Loan,665,11,26430.15,Delayed,Rejected
CUST00205,26,Male,Jaipur,Business Owner,756110,4192887,Car Loan,635,16,21837.95,Missed,Defaulted
CUST00053,57,Female,Pune,Business Owner,721998,324535,Car Loan,324,3,9014.86,Missed,Defaulted
CUST00546,26,Male,Hyderabad,Business Owner,766088,1200997,Car Loan,816,11,9098.46,Good,Approved
CUST00069,29,Male,Pune,Business Owner,1212384,1899916,Home Loan,734,1,158326.33,Delayed,Rejected
CUST01162,45,Female,Bangalore,Self-Employed,567003,600428,Business Loan,683,2,25017.83,Excellent,Rejected
CUST01579,57,Male,Delhi,Freelancer,2268671,2550511,Personal Loan,807,16,13283.91,Delayed,Approved
CUST00184,58,Male,Hyderabad,Business Owner,2059234,2048173,Education Loan,606,17,10040.06,Missed,Defaulted
CUST00138,44,Female,Jaipur,Business Owner,2326453,312091,Business Loan,520,13,2000.58,Excellent,Rejected
CUST00900,58,Female,Lucknow,Salaried,1676402,994740,Home Loan,411,10,8289.5,Delayed,Defaulted
CUST00797,57,Male,Chennai,Salaried,1575807,615635,Home Loan,348,1,51302.92,Excellent,Defaulted
CUST00133,60,Male,Jaipur,Self-Employed,1390402,3417851,Business Loan,,13,21909.3,Excellent,Defaulted
CUST00081,36,Female,Kolkata,Self-Employed,2265153,669003,Personal Loan,517,2,27875.12,Good,Rejected
CUST01892,44,Male,Bangalore,Self-Employed,684273,3374714,Education Loan,610,19,14801.38,Missed,Defaulted
CUST01572,22,Female,Ahmedabad,Business Owner,660115,3151373,Education Loan,588,16,16413.4,Delayed,Rejected
CUST00542,63,Female,Mumbai,Business Owner,955678,986320,Business Loan,635,6,13698.89,Good,Approved
CUST01627,55,Female,Mumbai,Business Owner,1879328,499813,Home Loan,345,5,8330.22,Good,Defaulted
CUST00984,36,Female,Hyderabad,Freelancer,2412750,2416789,Car Loan,382,18,11188.84,Excellent,Defaulted
CUST00166,60,Female,Kolkata,,433782,489439,Personal Loan,889,2,20393.29,Delayed,Rejected
CUST00249,53,Female,Delhi,Freelancer,1872717,1521926,Education Loan,343,17,7460.42,Missed,Defaulted
CUST00447,25,Female,Bangalore,Self-Employed,945182,2066328,Car Loan,434,18,9566.33,Excellent,Defaulted
CUST01174,31,Female,Mumbai,Self-Employed,469160,801993,Car Loan,815,2,33416.38,Good,Approved
CUST00859,51,Male,Mumbai,Self-Employed,685757,4948107,Car Loan,893,19,21702.22,Excellent,Defaulted
CUST01284,30,Female,Hyderabad,Business Owner,,2113729,Education Loan,712,14,12581.72,Good,Rejected
CUST00098,60,Female,Pune,Business Owner,894892,4211603,Personal Loan,713,19,18471.94,Delayed,Rejected
CUST01150,24,Female,Pune,Business Owner,1884532,1663560,Car Loan,499,8,17328.75,Delayed,Defaulted
CUST00738,38,Female,Lucknow,Business Owner,2348091,4964150,Business Loan,428,8,51709.9,Good,Defaulted
CUST01282,64,Female,Ahmedabad,Salaried,538384,281414,Car Loan,803,5,4690.23,Delayed,Rejected
CUST00103,29,Female,Bangalore,,755655,1528081,Personal Loan,389,18,7074.45,Missed,Defaulted
CUST00435,58,Female,Bangalore,Freelancer,2414387,2071835,Business Loan,493,9,19183.66,Excellent,Defaulted
CUST00075,39,Male,Bangalore,Salaried,1340234,4093763,Home Loan,642,10,34114.69,Delayed,Approved
CUST01829,22,Female,Ahmedabad,,2192569,911501,Home Loan,475,3,25319.47,Missed,Defaulted
CUST01227,27,Male,Pune,Freelancer,1922907,3514524,Car Loan,558,13,22529,Good,Rejected
CUST00919,30,Female,Pune,Business Owner,1952374,4848757,Business Loan,328,8,50507.89,Good,Defaulted
CUST01746,44,Female,Delhi,Self-Employed,1008301,4804489,Car Loan,391,5,80074.82,Excellent,Defaulted
CUST01705,47,Male,Lucknow,Freelancer,2483785,2476062,Car Loan,643,14,14738.46,Excellent,Approved
CUST01652,35,Female,Pune,Business Owner,2116494,3529664,Car Loan,693,4,73534.67,Missed,Defaulted
CUST00763,61,Female,Bangalore,Freelancer,1717740,3059828,Education Loan,794,17,14999.16,Missed,Defaulted
CUST00990,57,Male,Delhi,Business Owner,1804642,1628458,Education Loan,827,8,16963.1,Delayed,Rejected
CUST00389,34,Male,Mumbai,Freelancer,1747261,3355610,Personal Loan,508,1,279634.17,Missed,Defaulted
CUST00236,44,Male,Lucknow,Freelancer,1827687,4647855,Business Loan,760,16,24207.58,Delayed,Approved
CUST01538,34,Male,Kolkata,Self-Employed,1645065,3770922,Personal Loan,429,13,24172.58,Excellent,Defaulted
CUST00268,56,Male,Pune,Business Owner,1570073,4822945,Car Loan,318,2,200956.04,Excellent,Defaulted
CUST01490,38,Female,Lucknow,Salaried,886268,3746944,Business Loan,601,13,24018.87,Missed,Defaulted
CUST00118,35,Male,Jaipur,Salaried,913936,2838107,Business Loan,487,17,13912.29,Delayed,Defaulted
CUST01638,38,Male,Delhi,Salaried,481696,1067375,Education Loan,,6,14824.65,Good,Defaulted
CUST00674,56,Male,Hyderabad,Freelancer,732726,595726,Home Loan,883,10,4964.38,Excellent,Approved
CUST00250,30,Female,Mumbai,Freelancer,755462,1502137,Education Loan,714,19,6588.32,Delayed,Rejected
CUST01482,47,Female,Mumbai,Freelancer,614170,4313272,Personal Loan,504,17,21143.49,Missed,Defaulted
CUST00574,28,Female,Delhi,Freelancer,650930,1752457,Education Loan,883,7,20862.58,Excellent,Approved
CUST00095,54,Male,Ahmedabad,Self-Employed,1544613,4997796,Personal Loan,411,14,29748.79,Good,Defaulted
CUST00034,58,Female,Chennai,Business Owner,1730814,1016649,Home Loan,541,7,12102.96,Missed,Defaulted
CUST01494,24,Male,Kolkata,Freelancer,472919,2353707,Personal Loan,532,8,24517.78,Missed,Defaulted
CUST01702,51,Female,Kolkata,Freelancer,1288963,431325,Education Loan,834,13,2764.9,Missed,Defaulted
CUST00449,45,Male,Kolkata,,1233316,320146,Car Loan,439,18,1482.16,Good,Defaulted
CUST00717,58,Female,Bangalore,Business Owner,323950,4284453,Home Loan,711,9,39670.86,Excellent,Defaulted
CUST01291,22,Female,Kolkata,Salaried,1659700,71650,Business Loan,782,15,398.06,Excellent,Approved
CUST01549,51,Male,Hyderabad,Salaried,1841232,454911,Car Loan,322,5,7581.85,Missed,Defaulted
CUST00001,60,Male,Bangalore,Freelancer,2286213,4698455,Car Loan,740,14,27966.99,Delayed,Rejected
CUST01403,51,Male,Mumbai,Salaried,2119396,850607,Business Loan,340,14,5063.14,Good,Defaulted
CUST01102,38,Male,Lucknow,Self-Employed,1130370,3605971,Personal Loan,514,6,50082.93,Good,Rejected
CUST01109,28,Female,Pune,Business Owner,1649087,3527794,Business Loan,646,11,26725.71,Missed,Defaulted
CUST01252,31,Female,Chennai,Business Owner,1558311,470888,Personal Loan,637,7,5605.81,Missed,Defaulted
CUST00083,46,Female,Bangalore,Salaried,1777222,556453,Car Loan,460,10,4637.11,Excellent,Defaulted
CUST01315,42,Male,Jaipur,Business Owner,1176089,395430,Home Loan,542,11,2995.68,Excellent,Rejected
CUST00677,27,Male,Delhi,Freelancer,1304002,540999,Personal Loan,422,9,5009.25,Excellent,Defaulted
CUST01800,54,Male,Delhi,,2042360,2073553,Car Loan,311,18,9599.78,Excellent,Defaulted
CUST01047,26,Female,Ahmedabad,Salaried,1818963,2500700,Car Loan,428,4,52097.92,Delayed,Defaulted
CUST00771,53,Female,Delhi,Freelancer,1589330,3249039,Business Loan,757,7,38679.04,Delayed,Rejected
CUST01241,63,Female,Ahmedabad,Salaried,538540,1740992,Personal Loan,572,5,29016.53,Good,Rejected
CUST01776,41,Male,Bangalore,Freelancer,898876,3272018,Car Loan,819,4,68167.04,Excellent,Approved
CUST01612,24,Female,Ahmedabad,Salaried,325355,1540309,Education Loan,481,16,8022.44,Missed,Defaulted
CUST01520,44,Male,Hyderabad,Business Owner,245475,728066,Car Loan,402,6,10112.03,Missed,Defaulted
CUST00405,53,Male,Bangalore,Freelancer,1428337,2126775,Personal Loan,395,12,14769.27,Missed,Defaulted
CUST01870,50,Female,Mumbai,Salaried,1187797,274062,Personal Loan,432,16,1427.41,Good,Defaulted
CUST01325,33,Female,Hyderabad,Salaried,2435883,3451447,Car Loan,536,9,31957.84,Delayed,Rejected
CUST01367,60,Male,Kolkata,Self-Employed,948778,1728332,Home Loan,585,10,14402.77,Delayed,Rejected
CUST00105,55,Male,Mumbai,Salaried,2365160,2449146,Personal Loan,554,10,20409.55,Missed,Defaulted
CUST00689,31,Female,Mumbai,Self-Employed,1406123,4472888,Personal Loan,657,13,28672.36,Excellent,Rejected
CUST01332,37,Male,Lucknow,Business Owner,1093388,4901039,Personal Loan,457,8,51052.49,Good,Defaulted
CUST00827,43,Male,Hyderabad,Freelancer,1756396,1467231,Education Loan,367,14,8733.52,Delayed,Defaulted
CUST00063,55,Male,Ahmedabad,Salaried,434386,3682403,Personal Loan,512,17,18051,Delayed,Defaulted
CUST00853,54,Female,Delhi,Salaried,1528263,3067193,Personal Loan,794,9,28399.94,,Defaulted
CUST01380,63,Female,Kolkata,Freelancer,2229144,437773,Home Loan,352,11,3316.46,Delayed,Defaulted
CUST00224,53,Male,Hyderabad,Freelancer,1691633,881257,Car Loan,771,2,36719.04,Good,Approved
CUST00146,28,Female,Chennai,Salaried,1107669,709987,Home Loan,488,2,29582.79,Good,Defaulted
CUST01089,45,Male,Ahmedabad,Business Owner,2183691,4524024,Home Loan,678,3,125667.33,Delayed,Approved
CUST00374,27,Female,Pune,Business Owner,1950740,4712315,Education Loan,723,15,26179.53,Good,Rejected
CUST01449,53,Female,Ahmedabad,Business Owner,953494,1080451,Home Loan,597,19,4738.82,Excellent,Rejected
CUST01143,44,Male,Bangalore,Self-Employed,1272358,4885925,Business Loan,686,19,21429.5,Delayed,Rejected
CUST01865,23,Female,Jaipur,Freelancer,,425233,Business Loan,671,8,4429.51,Excellent,Approved
CUST01526,60,Male,Chennai,Salaried,1802970,2242710,Education Loan,539,18,10382.92,Delayed,Rejected
CUST01633,36,Male,Chennai,Self-Employed,292036,2131280,Business Loan,592,16,11100.42,Missed,Defaulted
CUST01388,56,Male,Bangalore,Salaried,1669793,921905,Home Loan,666,13,5909.65,Excellent,Approved
CUST00010,32,Male,Jaipur,Salaried,1901667,3673425,Business Loan,776,12,25509.9,Excellent,Approved
CUST00450,37,Female,Kolkata,Freelancer,824771,4351828,Business Loan,432,8,45331.54,Excellent,Defaulted
CUST00709,33,Female,Jaipur,Freelancer,2484139,4205304,Personal Loan,891,12,29203.5,Missed,Defaulted
CUST00256,41,Male,Bangalore,Business Owner,263037,1607009,Education Loan,464,1,133917.42,Excellent,Defaulted
CUST00883,36,Male,Bangalore,Business Owner,,2198185,Education Loan,689,1,183182.08,Missed,Defaulted
CUST00390,63,Female,Delhi,Self-Employed,1066183,503222,Car Loan,634,17,2466.77,Missed,Defaulted
CUST00909,26,Female,Jaipur,Self-Employed,306022,3070791,Personal Loan,673,9,28433.25,Good,Defaulted
CUST00925,59,Female,Jaipur,Business Owner,1561303,2021140,Education Loan,729,19,8864.65,Missed,Defaulted
CUST01738,47,Male,Delhi,Business Owner,2420182,653151,Personal Loan,464,17,3201.72,Excellent,Defaulted
CUST01794,33,Male,Ahmedabad,Freelancer,2475419,3345784,Business Loan,683,11,25346.85,,Rejected
CUST00461,64,Male,Hyderabad,Business Owner,2127205,696275,Car Loan,626,3,19340.97,Delayed,Rejected
CUST01491,61,Female,Hyderabad,Freelancer,1001955,3934175,Business Loan,691,4,81961.98,Excellent,Approved
CUST01735,25,Female,Delhi,Business Owner,996883,482941,Personal Loan,658,4,10061.27,Good,Approved
CUST01169,42,Female,Kolkata,Business Owner,2008286,664673,Education Loan,468,12,4615.78,Missed,Defaulted
CUST00959,61,Female,Hyderabad,Self-Employed,445404,4657765,Car Loan,783,16,24259.19,Delayed,Defaulted
CUST00502,60,Female,Kolkata,Self-Employed,704409,185370,Personal Loan,558,13,1188.27,Missed,Defaulted
CUST00740,50,Female,Hyderabad,Self-Employed,2438673,959210,Home Loan,725,2,39967.08,Excellent,Rejected
CUST01889,44,Male,Pune,Self-Employed,1809184,323541,Home Loan,591,17,1585.99,Excellent,Rejected
CUST00869,57,Female,Jaipur,Salaried,1842892,4278456,Education Loan,405,18,19807.67,Excellent,Defaulted
CUST00732,59,Female,Chennai,Salaried,,3007498,Education Loan,853,13,19278.83,Delayed,Rejected
CUST00540,37,Female,Chennai,Business Owner,2198671,4991412,Business Loan,356,13,31996.23,Excellent,Defaulted
CUST01202,43,Male,Pune,Freelancer,2329593,168542,Personal Loan,625,15,936.34,Delayed,Approved
CUST00698,22,Male,Delhi,Freelancer,1339929,4407356,Business Loan,747,14,26234.26,Missed,Defaulted
CUST01421,32,Female,Chennai,Self-Employed,679083,2655327,Business Loan,321,17,13016.31,Excellent,Defaulted
CUST01404,25,Male,Pune,Freelancer,1271177,1834094,Business Loan,,4,38210.29,,Defaulted
CUST01146,28,Female,Delhi,Salaried,854224,3404513,Car Loan,368,1,283709.42,Delayed,Defaulted
CUST01032,44,Male,Mumbai,Business Owner,280388,1581817,Personal Loan,485,14,9415.58,,Defaulted
CUST00373,63,Female,Mumbai,Freelancer,2168541,2297680,Home Loan,847,14,13676.67,Excellent,Approved
CUST00668,43,Female,Hyderabad,Freelancer,778688,938698,Education Loan,517,1,78224.83,Missed,Defaulted
CUST01557,51,Female,Hyderabad,Business Owner,635928,4736270,Car Loan,598,11,35880.83,Delayed,Defaulted
CUST00358,29,Female,Chennai,Business Owner,1258079,2329023,Home Loan,341,3,64695.08,Missed,Defaulted
CUST00968,36,Male,Bangalore,Freelancer,2174847,4841882,Personal Loan,790,9,44832.24,Excellent,Approved
CUST00784,33,Male,Kolkata,Salaried,363834,376284,Education Loan,782,15,2090.47,Good,Approved
CUST00736,51,Male,Jaipur,Self-Employed,2088806,2032539,Car Loan,836,19,8914.64,Good,Approved
CUST01036,47,Female,Kolkata,Self-Employed,1235354,4590334,Home Loan,731,3,127509.28,Delayed,Rejected
CUST00971,38,Male,Pune,Salaried,711603,3246247,Home Loan,841,13,20809.28,Good,Rejected
CUST01556,36,Female,Bangalore,Freelancer,2269694,221277,Personal Loan,688,2,9219.88,Good,Rejected
CUST01518,64,Female,Hyderabad,Self-Employed,,927751,Car Loan,392,18,4295.14,Delayed,Defaulted
CUST01555,49,Male,Ahmedabad,Salaried,984192,4187075,Education Loan,662,17,20524.88,Missed,Defaulted
CUST01377,63,Male,Hyderabad,Freelancer,538365,1419971,Personal Loan,775,16,7395.68,Excellent,Approved
CUST01522,31,Male,Hyderabad,Salaried,1299577,1675199,Personal Loan,306,12,11633.33,Excellent,Defaulted
CUST01674,32,Female,Hyderabad,Business Owner,1713083,4934299,Personal Loan,382,1,411191.58,Good,Defaulted
CUST01253,38,Female,Kolkata,Self-Employed,1835125,1413133,Personal Loan,336,17,6927.12,Delayed,Defaulted
CUST01728,29,Female,Mumbai,Freelancer,,4340730,Home Loan,596,3,120575.83,Good,Rejected
CUST01750,40,Male,Pune,Salaried,312935,3266662,Business Loan,632,3,90740.61,Excellent,Defaulted
CUST01237,46,Female,Delhi,Business Owner,318581,2898768,Car Loan,805,6,40260.67,Delayed,Defaulted
CUST00886,47,Male,Mumbai,Salaried,2431984,3396145,Education Loan,559,1,283012.08,Good,Rejected
CUST00080,50,Female,Lucknow,Business Owner,942296,1243982,Home Loan,485,18,5759.18,Missed,Defaulted
CUST01173,28,Male,Bangalore,Freelancer,379838,804085,Car Loan,445,9,7445.23,Missed,Defaulted
CUST00815,64,Male,Mumbai,Salaried,512023,3774476,Business Loan,738,4,78634.92,Missed,Defaulted
CUST01700,62,Male,Lucknow,Self-Employed,251707,3379782,Education Loan,519,18,15647.14,Excellent,Defaulted
CUST00672,55,Female,Mumbai,Self-Employed,594341,2281946,Business Loan,535,15,12677.48,Good,Rejected
CUST01563,53,Female,Pune,Salaried,2173343,2972321,Business Loan,878,15,16512.89,Good,Approved
CUST00058,63,Male,Pune,Business Owner,1500035,967472,Home Loan,776,8,10077.83,Good,Approved
CUST00134,53,Female,Hyderabad,Self-Employed,2003919,1593812,Home Loan,876,2,66408.83,Excellent,Approved
CUST01141,55,Male,Mumbai,Salaried,2421005,1068454,Personal Loan,560,13,6849.06,Excellent,Rejected
CUST00934,33,Female,Chennai,Freelancer,760315,1838220,Education Loan,471,3,51061.67,Excellent,Defaulted
CUST01719,30,Female,Hyderabad,Self-Employed,464237,1468767,Education Loan,328,15,8159.82,Missed,Defaulted
CUST00824,60,Male,Pune,Freelancer,2124914,937099,Personal Loan,656,3,26030.53,Excellent,Approved
CUST01215,46,Male,Jaipur,Freelancer,1175776,3280786,Car Loan,,10,27339.88,Delayed,Rejected
CUST00505,44,Male,Lucknow,Business Owner,2463089,4082516,Home Loan,609,3,113403.22,Missed,Defaulted
CUST01812,26,Male,Delhi,Business Owner,1515823,2960744,Education Loan,753,10,24672.87,Delayed,Rejected
CUST00348,63,Female,Mumbai,Freelancer,1701352,132806,Car Loan,796,18,614.84,Excellent,Approved
CUST00387,61,Female,Kolkata,Business Owner,1611220,2723705,Home Loan,643,1,226975.42,Excellent,Rejected
CUST01025,41,Female,Ahmedabad,Salaried,377912,406778,Personal Loan,800,18,1883.23,Good,Approved
CUST00895,33,Male,Ahmedabad,Salaried,210651,1817413,Business Loan,401,10,15145.11,,Defaulted
CUST00829,46,Male,Pune,Self-Employed,1641985,457974,Business Loan,480,14,2726.04,Excellent,Defaulted
CUST01933,54,Female,Lucknow,Salaried,725005,166220,Personal Loan,864,7,1978.81,Delayed,Approved
CUST00476,44,Female,Lucknow,Self-Employed,1096816,2251340,Education Loan,656,15,12507.44,Missed,Defaulted
CUST01573,43,Female,Delhi,Business Owner,242291,2850174,Home Loan,636,4,59378.62,,Defaulted
CUST01476,55,Female,Chennai,Freelancer,1531420,3341987,Home Loan,460,19,14657.84,Excellent,Defaulted
CUST01425,28,Male,Pune,Business Owner,268323,640611,Home Loan,731,14,3813.16,Delayed,Rejected
